epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,113.207,0.88016,0.5594,1.16329,0.86882,0.78481,0.84485,0.59621,0.95802,0.56712,1.16937,0.01,0.01,0.01
2,217.375,0.8796,0.56372,1.16898,0.88244,0.7774,0.85842,0.59608,0.96598,0.56388,1.18273,0.009802,0.009802,0.009802
3,321.777,0.87885,0.55796,1.1663,0.8323,0.79802,0.85819,0.59939,0.96856,0.57177,1.1715,0.009604,0.009604,0.009604
4,426.619,0.8719,0.55269,1.15935,0.78549,0.72788,0.79512,0.57143,0.95705,0.58303,1.16666,0.009406,0.009406,0.009406
5,531.518,0.86702,0.54861,1.15768,0.87646,0.78407,0.84917,0.6018,0.94473,0.56576,1.15164,0.009208,0.009208,0.009208
6,636.667,0.85819,0.54061,1.14986,0.83395,0.77959,0.82895,0.59386,0.96105,0.56305,1.16614,0.00901,0.00901,0.00901
7,741.46,0.8563,0.54479,1.15402,0.824,0.79135,0.85937,0.61008,0.95199,0.56281,1.16875,0.008812,0.008812,0.008812
8,846.122,0.84806,0.53257,1.14743,0.8723,0.78677,0.84897,0.58811,0.95039,0.55172,1.16753,0.008614,0.008614,0.008614
9,951.187,0.84262,0.53364,1.14679,0.90089,0.7682,0.85201,0.60981,0.9365,0.54309,1.15462,0.008416,0.008416,0.008416
10,1056.37,0.84025,0.52597,1.14501,0.83888,0.79463,0.86279,0.59379,0.92603,0.54301,1.14809,0.008218,0.008218,0.008218
11,1161.59,0.8417,0.52926,1.14418,0.88337,0.80441,0.88948,0.62857,0.93051,0.54165,1.14896,0.00802,0.00802,0.00802
12,1266.71,0.83547,0.52349,1.14064,0.91315,0.7919,0.87233,0.6183,0.93936,0.54885,1.14683,0.007822,0.007822,0.007822
13,1371.65,0.83204,0.51831,1.13586,0.8485,0.79694,0.85219,0.61488,0.93662,0.53955,1.14953,0.007624,0.007624,0.007624
14,1476.82,0.83113,0.51605,1.13839,0.86938,0.79272,0.86788,0.62302,0.93203,0.54178,1.14873,0.007426,0.007426,0.007426
15,1581.8,0.82416,0.51477,1.13019,0.89246,0.77915,0.87163,0.62607,0.93267,0.54115,1.15203,0.007228,0.007228,0.007228
16,1686.79,0.81992,0.50868,1.13101,0.89569,0.79385,0.86886,0.62456,0.92892,0.53414,1.14243,0.00703,0.00703,0.00703
17,1791.87,0.81813,0.50816,1.12801,0.87844,0.8009,0.87255,0.62768,0.92042,0.53355,1.14791,0.006832,0.006832,0.006832
18,1896.64,0.81105,0.50085,1.12824,0.89711,0.77735,0.86986,0.62498,0.91989,0.53181,1.14403,0.006634,0.006634,0.006634
19,2001.62,0.81263,0.50482,1.12713,0.84465,0.8152,0.86333,0.62224,0.92007,0.52461,1.14535,0.006436,0.006436,0.006436
20,2106.79,0.81501,0.5024,1.12463,0.85447,0.79283,0.86767,0.62189,0.91274,0.52045,1.13443,0.006238,0.006238,0.006238
21,2211.73,0.80238,0.49172,1.12066,0.89608,0.78819,0.87454,0.6198,0.92305,0.526,1.1449,0.00604,0.00604,0.00604
22,2316.77,0.79974,0.49268,1.11871,0.84903,0.82025,0.88028,0.61935,0.92269,0.52163,1.14812,0.005842,0.005842,0.005842
23,2421.84,0.79727,0.48889,1.11687,0.89478,0.80463,0.87834,0.6392,0.91074,0.52224,1.13951,0.005644,0.005644,0.005644
24,2527.01,0.79225,0.48784,1.11657,0.85527,0.83775,0.88229,0.63299,0.91296,0.51624,1.13882,0.005446,0.005446,0.005446
25,2632.04,0.79059,0.48495,1.11322,0.90767,0.78941,0.87831,0.63092,0.9154,0.51437,1.13835,0.005248,0.005248,0.005248
26,2736.8,0.78315,0.48209,1.10769,0.83813,0.83939,0.87924,0.63081,0.91304,0.5123,1.13335,0.00505,0.00505,0.00505
27,2841.26,0.77916,0.47498,1.1021,0.84234,0.85223,0.88412,0.63174,0.90529,0.51693,1.13585,0.004852,0.004852,0.004852
28,2945.95,0.78218,0.48062,1.10726,0.85574,0.82023,0.88042,0.6431,0.90844,0.51355,1.13619,0.004654,0.004654,0.004654
29,3050.57,0.77698,0.47233,1.10371,0.85691,0.81995,0.88094,0.6332,0.90636,0.51321,1.13272,0.004456,0.004456,0.004456
30,3155.42,0.77076,0.46842,1.10135,0.90231,0.80185,0.88031,0.63721,0.91063,0.51324,1.13571,0.004258,0.004258,0.004258
31,3260.41,0.76546,0.46311,1.09556,0.86076,0.82679,0.87219,0.64034,0.90629,0.50472,1.13806,0.00406,0.00406,0.00406
32,3365.25,0.76448,0.46162,1.09641,0.88376,0.8267,0.88149,0.63919,0.90438,0.50726,1.13256,0.003862,0.003862,0.003862
