epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,333.567,1.27404,1.84989,1.35123,0.67279,0.49166,0.41628,0.25489,1.32453,1.58999,1.31884,0.0033294,0.0033294,0.0033294
2,633.277,1.20432,1.16728,1.25888,0.71948,0.53558,0.4678,0.29775,1.25593,1.22248,1.26745,0.00661876,0.00661876,0.00661876
3,930.22,1.25175,1.12462,1.29007,0.7061,0.44241,0.41464,0.25743,1.36717,1.30724,1.35093,0.00986412,0.00986412,0.00986412
4,1235.82,1.27607,1.11453,1.30679,0.69859,0.51107,0.439,0.27357,1.28615,1.25793,1.27845,0.009802,0.009802,0.009802
5,1535.66,1.22183,1.00321,1.27251,0.7204,0.55937,0.52234,0.343,1.22538,1.05582,1.23181,0.009736,0.009736,0.009736
6,1835.77,1.19269,0.94825,1.25138,0.70208,0.5643,0.52974,0.35127,1.20436,1.21794,1.2252,0.00967,0.00967,0.00967
7,2138.83,1.16736,0.89962,1.23325,0.7512,0.55136,0.53708,0.36364,1.18291,0.99197,1.19865,0.009604,0.009604,0.009604
8,2440.16,1.15021,0.87724,1.22086,0.75114,0.55025,0.54042,0.37147,1.17135,0.95962,1.18752,0.009538,0.009538,0.009538
9,2736.45,1.13278,0.85505,1.21049,0.74694,0.56689,0.55159,0.37025,1.16135,0.9625,1.18585,0.009472,0.009472,0.009472
10,3045.87,1.11767,0.82998,1.20151,0.73603,0.57839,0.52526,0.35941,1.14731,0.97958,1.17044,0.009406,0.009406,0.009406
11,3353.71,1.11453,0.82231,1.20041,0.73402,0.58398,0.52026,0.35479,1.13184,0.97535,1.16152,0.00934,0.00934,0.00934
12,3662.11,1.10447,0.80491,1.18743,0.58021,0.58404,0.54016,0.37261,1.12177,0.94016,1.15424,0.009274,0.009274,0.009274
13,3958.56,1.09582,0.79564,1.18387,0.7473,0.57911,0.57416,0.3997,1.12089,0.95375,1.15272,0.009208,0.009208,0.009208
14,4265.58,1.09,0.78673,1.18331,0.60405,0.62314,0.56886,0.39028,1.10867,0.93345,1.15051,0.009142,0.009142,0.009142
15,4568.6,1.08444,0.77439,1.17521,0.57081,0.72736,0.59776,0.416,1.09848,0.92307,1.14675,0.009076,0.009076,0.009076
16,4868.2,1.07786,0.76563,1.17212,0.52081,0.75728,0.58719,0.40405,1.102,0.91904,1.13887,0.00901,0.00901,0.00901
17,5175.9,1.0724,0.7589,1.16787,0.58634,0.73164,0.58505,0.4003,1.09152,0.90122,1.13154,0.008944,0.008944,0.008944
18,5472.48,1.06656,0.74587,1.1615,0.65145,0.7166,0.6191,0.43812,1.08456,0.90753,1.12466,0.008878,0.008878,0.008878
19,5774.19,1.06016,0.74629,1.15961,0.61543,0.74105,0.62955,0.43967,1.08226,0.89735,1.12183,0.008812,0.008812,0.008812
20,6071.03,1.06102,0.73996,1.15804,0.67335,0.71724,0.62419,0.44377,1.07585,0.90139,1.11892,0.008746,0.008746,0.008746
21,6378.47,1.05637,0.73884,1.15491,0.62694,0.72452,0.64618,0.45646,1.07423,0.89674,1.11636,0.00868,0.00868,0.00868
22,6683.78,1.04763,0.72856,1.1544,0.67553,0.67765,0.63729,0.4479,1.07236,0.89528,1.11729,0.008614,0.008614,0.008614
23,6982.74,1.04487,0.72446,1.15072,0.64732,0.72822,0.64677,0.45349,1.06975,0.89084,1.11478,0.008548,0.008548,0.008548
24,7280.73,1.04525,0.72338,1.14964,0.65425,0.70662,0.64784,0.45714,1.06742,0.88851,1.11398,0.008482,0.008482,0.008482
25,7579.87,1.04071,0.71791,1.14897,0.6153,0.77513,0.65749,0.46095,1.06506,0.88932,1.11276,0.008416,0.008416,0.008416
26,7882.82,1.03779,0.71087,1.14451,0.62175,0.76019,0.65867,0.46439,1.06413,0.8881,1.11077,0.00835,0.00835,0.00835
27,8185.41,1.03075,0.70448,1.14182,0.63577,0.75502,0.6671,0.46986,1.06014,0.88687,1.10877,0.008284,0.008284,0.008284
28,8488.5,1.03523,0.70291,1.13923,0.63096,0.76316,0.65922,0.46521,1.05814,0.88603,1.10546,0.008218,0.008218,0.008218
29,8789.97,1.02996,0.70074,1.13785,0.61468,0.76593,0.65612,0.4613,1.05575,0.88271,1.1019,0.008152,0.008152,0.008152
30,9095.97,1.02529,0.6964,1.13565,0.59039,0.79772,0.65818,0.46077,1.05532,0.88488,1.10106,0.008086,0.008086,0.008086
